225	92	143	53	250
144	96	75	0	129
141	129	199	111	134
236	106	159	76	187
147	143	245	157	210
223	95	147	46	183
238	101	147	34	111
212	117	185	92	223
255	88	82	23	116
196	71	105	61	120
215	118	112	99	152
216	79	117	76	107
187	93	138	61	80
255	93	133	0	89
237	101	131	0	138
178	98	206	84	183
230	104	210	138	219
193	84	187	138	196
222	85	154	71	165
178	172	173	46	201
